1,3,1.5
3,2.14286,1.5
21,2.14286,0.5
20,3,0.5
4,1.28571,1.5
22,1.28571,0.5
5,0.428571,1.5
23,0.428571,0.5
6,-0.428571,1.5
24,-0.428571,0.5
7,-1.28571,1.5
25,-1.28571,0.5
8,-2.14286,1.5
26,-2.14286,0.5
2,-3,1.5
10,-3,0.5
27,2.14286,-0.5
19,3,-0.5
28,1.28571,-0.5
29,0.428571,-0.5
30,-0.428571,-0.5
31,-1.28571,-0.5
32,-2.14286,-0.5
11,-3,-0.5
18,2.14286,-1.5
12,3,-1.5
17,1.28571,-1.5
16,0.428571,-1.5
15,-0.428571,-1.5
14,-1.28571,-1.5
13,-2.14286,-1.5
9,-3,-1.5
