1,3,1,3,21,20
2,3,3,4,22,21
3,3,4,5,23,22
4,3,5,6,24,23
5,3,6,7,25,24
6,3,7,8,26,25
7,3,8,2,10,26
8,3,20,21,27,19
9,3,21,22,28,27
10,3,22,23,29,28
11,3,23,24,30,29
12,3,24,25,31,30
13,3,25,26,32,31
14,3,26,10,11,32
15,3,19,27,18,12
16,3,27,28,17,18
17,3,28,29,16,17
18,3,29,30,15,16
19,3,30,31,14,15
20,3,31,32,13,14
21,3,32,11,9,13
